,game_num,pick_door,car_door,win
153,153,1,3,1
154,154,3,3,0
155,155,1,1,0
156,156,3,1,1
157,157,1,1,0
158,158,2,2,0
159,159,1,2,1
160,160,1,1,0
161,161,1,2,1
162,162,2,2,0
163,163,2,3,1
164,164,3,3,0
165,165,1,3,1
166,166,1,1,0
167,167,1,1,0
168,168,2,1,1
169,169,1,1,0
170,170,2,2,0
171,171,3,1,1
172,172,3,3,0
173,173,2,2,0
174,174,1,3,1
175,175,3,2,1
176,176,3,2,1
177,177,1,1,0
178,178,1,3,1
179,179,1,2,1
180,180,2,2,0
181,181,3,3,0
182,182,2,1,1
183,183,1,2,1
184,184,3,1,1
185,185,3,2,1
186,186,1,2,1
187,187,3,1,1
188,188,3,2,1
189,189,3,3,0
190,190,3,2,1
191,191,1,2,1
192,192,3,2,1
193,193,3,3,0
194,194,3,3,0
195,195,1,3,1
196,196,3,3,0
197,197,3,1,1
198,198,2,2,0
199,199,3,1,1
200,200,3,1,1
201,201,1,2,1
202,202,3,1,1
203,203,1,2,1
204,204,2,1,1
205,205,2,3,1
206,206,3,1,1
207,207,2,1,1
208,208,1,2,1
209,209,3,1,1
210,210,1,2,1
211,211,1,1,0
212,212,2,3,1
213,213,1,1,0
214,214,1,2,1
215,215,2,3,1
216,216,1,2,1
217,217,3,3,0
218,218,2,2,0
219,219,3,1,1
220,220,1,2,1
221,221,2,3,1
222,222,1,1,0
223,223,3,3,0
224,224,1,1,0
225,225,1,1,0
226,226,3,3,0
227,227,3,2,1
228,228,2,2,0
229,229,2,1,1
230,230,2,3,1
231,231,2,1,1
232,232,3,1,1
233,233,3,3,0
234,234,2,1,1
235,235,1,2,1
236,236,3,1,1
237,237,3,3,0
238,238,1,3,1
239,239,3,2,1
240,240,2,2,0
241,241,1,1,0
242,242,2,3,1
243,243,3,1,1
244,244,2,2,0
245,245,2,3,1
246,246,3,1,1
247,247,1,3,1
248,248,2,1,1
249,249,2,3,1
250,250,2,2,0
251,251,1,1,0
252,252,1,1,0
253,253,2,2,0
254,254,1,1,0
255,255,2,2,0
256,256,3,1,1
257,257,2,1,1
258,258,3,3,0
259,259,2,1,1
260,260,1,1,0
261,261,2,1,1
262,262,3,2,1
263,263,2,3,1
264,264,1,2,1
265,265,3,2,1
266,266,1,1,0
267,267,1,3,1
268,268,1,3,1
269,269,3,1,1
270,270,2,1,1
271,271,3,1,1
272,272,1,3,1
273,273,1,2,1
274,274,3,2,1
275,275,2,3,1
276,276,2,1,1
277,277,2,2,0
278,278,1,2,1
279,279,2,3,1
280,280,3,1,1
281,281,3,1,1
282,282,2,2,0
283,283,2,3,1
284,284,1,2,1
285,285,1,2,1
286,286,1,3,1
287,287,3,3,0
288,288,1,3,1
289,289,1,1,0
290,290,2,3,1
291,291,3,3,0
292,292,1,3,1
293,293,3,2,1
294,294,3,1,1
295,295,2,1,1
296,296,3,1,1
297,297,3,1,1
298,298,2,2,0
299,299,3,1,1
300,300,3,1,1
301,301,2,2,0
302,302,3,1,1
303,303,1,3,1
304,304,3,3,0
305,305,2,1,1
306,306,1,2,1
307,307,1,3,1
308,308,3,1,1
309,309,2,3,1
310,310,1,1,0
311,311,2,2,0
312,312,3,3,0
313,313,1,3,1
314,314,2,2,0
315,315,3,3,0
316,316,1,3,1
317,317,2,1,1
318,318,2,1,1
319,319,1,1,0
320,320,2,3,1
321,321,2,3,1
322,322,2,2,0
323,323,3,1,1
324,324,2,3,1
325,325,2,2,0
326,326,2,3,1
327,327,3,3,0
328,328,2,1,1
329,329,3,2,1
330,330,2,2,0
331,331,2,1,1
332,332,3,3,0
333,333,3,3,0
334,334,3,1,1
335,335,1,3,1
336,336,1,3,1
337,337,2,1,1
338,338,2,1,1
339,339,2,1,1
340,340,1,3,1
341,341,3,1,1
342,342,2,2,0
343,343,1,3,1
344,344,2,1,1
345,345,3,1,1
346,346,3,2,1
347,347,3,3,0
348,348,1,2,1
349,349,1,2,1
350,350,1,1,0
351,351,3,1,1
352,352,1,1,0
353,353,3,3,0
354,354,2,2,0
355,355,2,2,0
356,356,2,2,0
357,357,1,2,1
358,358,1,1,0
359,359,3,2,1
360,360,1,3,1
361,361,2,1,1
362,362,1,2,1
363,363,2,1,1
364,364,1,2,1
365,365,1,2,1
366,366,1,3,1
367,367,1,1,0
368,368,3,3,0
369,369,3,3,0
370,370,1,3,1
371,371,2,3,1
372,372,1,1,0
373,373,2,3,1
374,374,1,1,0
375,375,1,3,1
376,376,2,1,1
377,377,1,2,1
378,378,3,1,1
379,379,1,1,0
380,380,2,1,1
381,381,1,1,0
382,382,2,3,1
383,383,2,2,0
384,384,2,2,0
385,385,2,2,0
386,386,1,3,1
387,387,3,3,0
388,388,2,3,1
389,389,3,2,1
390,390,3,2,1
391,391,1,2,1
392,392,2,3,1
393,393,2,1,1
394,394,2,2,0
395,395,1,3,1
396,396,1,3,1
397,397,3,2,1
398,398,1,3,1
399,399,1,2,1
400,400,1,1,0
401,401,1,1,0
402,402,1,2,1
403,403,3,2,1
404,404,2,1,1
405,405,2,2,0
406,406,1,3,1
407,407,2,2,0
408,408,3,1,1
409,409,1,2,1
410,410,1,2,1
411,411,2,2,0
412,412,2,3,1
413,413,2,3,1
414,414,2,1,1
415,415,3,3,0
416,416,1,1,0
417,417,3,2,1
418,418,2,3,1
419,419,1,1,0
420,420,2,3,1
421,421,3,1,1
422,422,2,3,1
423,423,3,2,1
424,424,3,2,1
425,425,2,1,1
426,426,3,3,0
427,427,2,2,0
428,428,1,3,1
429,429,1,3,1
430,430,3,1,1
431,431,2,3,1
432,432,2,3,1
433,433,3,1,1
434,434,1,1,0
435,435,2,1,1
436,436,3,2,1
437,437,2,3,1
438,438,2,1,1
439,439,2,1,1
440,440,2,3,1
441,441,3,2,1
442,442,3,3,0
443,443,1,3,1
444,444,1,3,1
445,445,1,2,1
446,446,1,3,1
447,447,3,3,0
448,448,3,3,0
449,449,3,2,1
450,450,3,3,0
451,451,2,1,1
452,452,3,2,1
453,453,1,2,1
454,454,3,3,0
455,455,2,1,1
456,456,2,1,1
457,457,2,2,0
458,458,3,3,0
459,459,2,3,1
460,460,2,2,0
461,461,1,2,1
462,462,3,1,1
463,463,1,2,1
464,464,1,3,1
465,465,3,3,0
466,466,1,3,1
467,467,1,1,0
468,468,2,1,1
469,469,3,3,0
470,470,1,1,0
471,471,3,1,1
472,472,3,2,1
473,473,3,1,1
474,474,1,3,1
475,475,1,2,1
476,476,1,1,0
477,477,3,1,1
478,478,2,2,0
479,479,2,3,1
480,480,1,2,1
481,481,3,2,1
482,482,2,3,1
483,483,1,1,0
484,484,2,3,1
485,485,3,2,1
486,486,2,3,1
487,487,3,1,1
488,488,2,2,0
489,489,3,3,0
490,490,1,3,1
491,491,2,2,0
492,492,3,2,1
493,493,1,3,1
494,494,3,2,1
495,495,2,3,1
496,496,1,3,1
497,497,1,3,1
498,498,2,2,0
499,499,1,1,0
500,500,1,2,1
501,501,3,1,1
502,502,1,1,0
503,503,1,1,0
504,504,3,1,1
505,505,2,3,1
506,506,1,3,1
507,507,2,2,0
508,508,1,2,1
509,509,1,2,1
510,510,2,1,1
511,511,1,3,1
512,512,3,3,0
513,513,1,3,1
514,514,3,3,0
515,515,3,3,0
516,516,2,2,0
517,517,1,2,1
518,518,1,2,1
519,519,1,3,1
520,520,1,3,1
521,521,3,3,0
522,522,1,2,1
523,523,2,3,1
524,524,1,2,1
525,525,2,3,1
526,526,3,3,0
527,527,2,3,1
528,528,3,3,0
529,529,3,1,1
530,530,1,1,0
531,531,2,2,0
532,532,1,3,1
533,533,3,3,0
534,534,2,3,1
535,535,2,1,1
536,536,1,3,1
537,537,2,2,0
538,538,1,1,0
539,539,3,1,1
540,540,3,2,1
541,541,3,3,0
542,542,2,3,1
543,543,3,1,1
544,544,1,3,1
545,545,3,2,1
546,546,2,2,0
547,547,3,3,0
548,548,2,2,0
549,549,2,1,1
550,550,3,3,0
551,551,1,1,0
552,552,1,3,1
553,553,3,1,1
554,554,2,2,0
555,555,2,3,1
556,556,2,2,0
557,557,3,1,1
558,558,1,2,1
559,559,2,2,0
560,560,3,3,0
561,561,1,2,1
562,562,1,3,1
563,563,1,1,0
564,564,1,1,0
565,565,2,3,1
566,566,3,3,0
567,567,1,2,1
568,568,3,1,1
569,569,1,3,1
570,570,2,1,1
571,571,1,1,0
572,572,2,3,1
573,573,3,2,1
574,574,2,3,1
575,575,3,3,0
576,576,2,1,1
577,577,2,2,0
578,578,3,2,1
579,579,1,2,1
580,580,1,2,1
581,581,1,1,0
582,582,3,3,0
583,583,1,3,1
584,584,1,2,1
585,585,2,2,0
586,586,3,3,0
587,587,2,3,1
588,588,1,3,1
589,589,2,1,1
590,590,2,1,1
591,591,1,1,0
592,592,3,2,1
593,593,1,1,0
594,594,1,1,0
595,595,3,3,0
596,596,2,3,1
597,597,2,1,1
598,598,2,3,1
599,599,1,3,1
600,600,1,1,0
601,601,2,2,0
602,602,3,3,0
603,603,2,1,1
604,604,3,3,0
605,605,2,3,1
606,606,2,1,1
607,607,3,2,1
608,608,1,3,1
609,609,2,1,1
610,610,3,1,1
611,611,1,2,1
612,612,1,2,1
613,613,1,2,1
614,614,3,2,1
615,615,3,2,1
616,616,2,1,1
617,617,2,3,1
618,618,2,1,1
619,619,3,3,0
620,620,2,2,0
621,621,3,3,0
622,622,3,2,1
623,623,3,3,0
624,624,2,2,0
625,625,2,2,0
626,626,2,2,0
627,627,2,1,1
628,628,2,3,1
629,629,1,3,1
630,630,1,3,1
631,631,1,3,1
632,632,2,2,0
633,633,2,2,0
634,634,3,1,1
635,635,3,3,0
636,636,2,3,1
637,637,2,1,1
638,638,3,1,1
639,639,2,1,1
640,640,1,3,1
641,641,3,1,1
642,642,3,1,1
643,643,1,1,0
644,644,3,1,1
645,645,2,1,1
646,646,1,3,1
647,647,1,3,1
648,648,3,3,0
649,649,3,3,0
650,650,2,2,0
651,651,3,1,1
652,652,1,2,1
653,653,3,1,1
654,654,2,2,0
655,655,1,2,1
656,656,3,1,1
657,657,1,3,1
658,658,2,3,1
659,659,1,2,1
660,660,1,2,1
661,661,3,3,0
662,662,2,1,1
663,663,1,2,1
664,664,1,3,1
665,665,3,3,0
666,666,2,1,1
667,667,2,2,0
668,668,2,1,1
669,669,3,2,1
670,670,3,1,1
671,671,3,3,0
672,672,2,1,1
673,673,2,1,1
674,674,3,1,1
675,675,1,3,1
676,676,2,1,1
677,677,1,2,1
678,678,3,2,1
679,679,1,2,1
680,680,2,2,0
681,681,2,2,0
682,682,1,2,1
683,683,1,2,1
684,684,2,1,1
685,685,3,2,1
686,686,2,2,0
687,687,1,3,1
688,688,3,2,1
689,689,1,2,1
690,690,1,2,1
691,691,3,3,0
692,692,3,2,1
693,693,2,3,1
694,694,3,3,0
695,695,2,1,1
696,696,2,3,1
697,697,3,1,1
698,698,3,2,1
699,699,1,1,0
700,700,3,1,1
701,701,1,2,1
702,702,3,2,1
703,703,3,3,0
704,704,2,2,0
705,705,3,1,1
706,706,2,1,1
707,707,3,1,1
708,708,1,2,1
709,709,3,3,0
710,710,2,2,0
711,711,1,3,1
712,712,2,3,1
713,713,3,3,0
714,714,3,3,0
715,715,1,1,0
716,716,3,2,1
717,717,1,2,1
718,718,3,1,1
719,719,2,1,1
720,720,2,2,0
721,721,2,1,1
722,722,3,1,1
723,723,2,2,0
724,724,1,3,1
725,725,2,1,1
726,726,3,2,1
727,727,2,3,1
728,728,2,1,1
729,729,1,1,0
730,730,1,2,1
731,731,3,3,0
732,732,1,2,1
733,733,2,2,0
734,734,1,3,1
735,735,3,3,0
736,736,2,2,0
737,737,3,2,1
738,738,3,1,1
739,739,3,1,1
740,740,2,3,1
741,741,2,1,1
742,742,3,3,0
743,743,3,1,1
744,744,1,2,1
745,745,1,3,1
746,746,3,1,1
747,747,3,2,1
748,748,1,1,0
749,749,3,3,0
750,750,2,1,1
751,751,1,1,0
752,752,1,2,1
753,753,3,1,1
754,754,1,3,1
755,755,1,3,1
756,756,2,1,1
757,757,1,2,1
758,758,3,2,1
759,759,3,2,1
760,760,1,3,1
761,761,1,1,0
762,762,2,3,1
763,763,3,1,1
764,764,3,1,1
765,765,3,2,1
766,766,3,2,1
767,767,3,3,0
768,768,3,3,0
769,769,3,3,0
770,770,2,2,0
771,771,3,2,1
772,772,3,2,1
773,773,3,1,1
774,774,2,1,1
775,775,1,3,1
776,776,2,1,1
777,777,3,1,1
778,778,1,1,0
779,779,1,3,1
780,780,1,3,1
781,781,1,3,1
782,782,3,2,1
783,783,1,1,0
784,784,3,2,1
785,785,3,1,1
786,786,1,3,1
787,787,1,1,0
788,788,3,2,1
789,789,1,3,1
790,790,1,3,1
791,791,1,1,0
792,792,2,1,1
793,793,2,2,0
794,794,3,3,0
795,795,1,2,1
796,796,1,1,0
797,797,1,1,0
798,798,3,1,1
799,799,2,3,1
800,800,1,1,0
801,801,1,1,0
802,802,3,1,1
803,803,3,3,0
804,804,2,2,0
805,805,3,3,0
806,806,2,2,0
807,807,3,2,1
808,808,2,2,0
809,809,3,1,1
810,810,1,2,1
811,811,2,2,0
812,812,2,1,1
813,813,2,1,1
814,814,2,2,0
815,815,3,3,0
816,816,3,3,0
817,817,1,2,1
818,818,3,2,1
819,819,3,2,1
820,820,1,1,0
821,821,3,1,1
822,822,3,1,1
823,823,1,3,1
824,824,1,2,1
825,825,3,3,0
826,826,2,2,0
827,827,2,3,1
828,828,2,1,1
829,829,2,2,0
830,830,1,3,1
831,831,3,1,1
832,832,2,1,1
833,833,1,2,1
834,834,2,3,1
835,835,1,2,1
836,836,3,2,1
837,837,2,2,0
838,838,3,1,1
839,839,2,2,0
840,840,3,2,1
841,841,3,2,1
842,842,1,1,0
843,843,1,2,1
844,844,1,1,0
845,845,2,1,1
846,846,1,1,0
847,847,1,1,0
848,848,1,3,1
849,849,2,1,1
850,850,3,1,1
851,851,3,1,1
852,852,3,2,1
853,853,2,2,0
854,854,1,1,0
855,855,1,2,1
856,856,2,3,1
857,857,2,1,1
858,858,3,1,1
859,859,2,2,0
860,860,3,1,1
861,861,1,3,1
862,862,1,1,0
863,863,1,1,0
864,864,3,1,1
865,865,2,2,0
866,866,1,1,0
867,867,1,1,0
868,868,2,1,1
869,869,1,2,1
870,870,3,2,1
871,871,3,3,0
872,872,1,3,1
873,873,1,3,1
874,874,1,3,1
875,875,1,2,1
876,876,3,2,1
877,877,3,2,1
878,878,1,2,1
879,879,1,3,1
880,880,3,3,0
881,881,3,1,1
882,882,1,2,1
883,883,3,3,0
884,884,2,1,1
885,885,2,3,1
886,886,1,1,0
887,887,1,2,1
888,888,3,3,0
889,889,1,3,1
890,890,3,3,0
891,891,2,1,1
892,892,3,3,0
893,893,1,3,1
894,894,1,3,1
895,895,1,1,0
896,896,3,2,1
897,897,3,3,0
898,898,2,2,0
899,899,1,2,1
900,900,1,1,0
901,901,2,3,1
902,902,3,3,0
903,903,2,3,1
904,904,2,3,1
905,905,3,2,1
906,906,1,3,1
907,907,3,2,1
908,908,3,1,1
909,909,3,3,0
910,910,3,3,0
911,911,3,1,1
912,912,3,2,1
913,913,2,1,1
914,914,1,2,1
915,915,1,2,1
916,916,1,1,0
917,917,3,2,1
918,918,3,2,1
919,919,3,2,1
920,920,1,3,1
921,921,3,1,1
922,922,1,3,1
923,923,1,2,1
924,924,2,3,1
925,925,3,1,1
926,926,3,3,0
927,927,1,2,1
928,928,2,1,1
929,929,3,2,1
930,930,3,3,0
931,931,2,1,1
932,932,3,1,1
933,933,1,2,1
934,934,1,3,1
935,935,1,2,1
936,936,2,1,1
937,937,2,2,0
938,938,3,3,0
939,939,3,3,0
940,940,2,1,1
941,941,2,3,1
942,942,2,2,0
943,943,2,3,1
944,944,1,1,0
945,945,2,2,0
946,946,3,2,1
947,947,3,2,1
948,948,1,2,1
949,949,3,3,0
950,950,3,2,1
951,951,1,3,1
952,952,1,3,1
953,953,1,3,1
954,954,3,3,0
955,955,2,3,1
956,956,1,3,1
957,957,2,3,1
958,958,2,2,0
959,959,2,1,1
960,960,1,3,1
961,961,2,3,1
962,962,3,3,0
963,963,3,2,1
964,964,2,1,1
965,965,2,1,1
966,966,1,1,0
967,967,2,3,1
968,968,1,1,0
969,969,2,1,1
970,970,2,3,1
971,971,1,1,0
972,972,2,2,0
973,973,3,1,1
974,974,2,2,0
975,975,1,1,0
976,976,1,1,0
977,977,3,2,1
978,978,3,1,1
979,979,2,2,0
980,980,3,2,1
981,981,3,1,1
982,982,3,1,1
983,983,3,1,1
984,984,1,2,1
985,985,1,1,0
986,986,2,3,1
987,987,1,2,1
988,988,3,3,0
989,989,2,1,1
990,990,2,1,1
991,991,2,1,1
992,992,1,3,1
993,993,3,2,1
994,994,3,3,0
995,995,1,2,1
996,996,1,3,1
997,997,3,1,1
998,998,1,3,1
999,999,3,1,1
1000,1000,2,2,0
1001,1001,2,1,1
1002,1002,1,3,1
1003,1003,1,3,1
1004,1004,1,3,1
1005,1005,3,3,0
1006,1006,1,3,1
1007,1007,2,2,0
1008,1008,2,2,0
1009,1009,2,3,1
1010,1010,3,2,1
1011,1011,3,3,0
1012,1012,1,1,0
1013,1013,1,3,1
1014,1014,1,2,1
1015,1015,3,2,1
1016,1016,2,1,1
1017,1017,1,2,1
1018,1018,2,2,0
1019,1019,3,2,1
1020,1020,2,2,0
1021,1021,1,2,1
1022,1022,3,2,1
1023,1023,2,2,0
1024,1024,1,2,1
1025,1025,3,2,1
1026,1026,3,3,0
1027,1027,1,2,1
1028,1028,3,1,1
1029,1029,2,3,1
1030,1030,2,1,1
1031,1031,1,3,1
1032,1032,1,3,1
1033,1033,3,1,1
1034,1034,3,1,1
1035,1035,2,3,1
1036,1036,1,1,0
1037,1037,2,1,1
1038,1038,1,3,1
1039,1039,1,1,0
1040,1040,2,2,0
1041,1041,1,2,1
1042,1042,2,1,1
1043,1043,2,2,0
1044,1044,3,3,0
1045,1045,2,2,0
1046,1046,1,3,1
1047,1047,2,1,1
1048,1048,3,2,1
1049,1049,3,3,0
1050,1050,1,2,1
1051,1051,1,3,1
1052,1052,2,1,1
1053,1053,3,1,1
1054,1054,2,2,0
1055,1055,3,2,1
1056,1056,3,1,1
1057,1057,3,3,0
1058,1058,1,3,1
1059,1059,1,2,1
1060,1060,3,2,1
1061,1061,2,1,1
1062,1062,3,1,1
1063,1063,3,2,1
1064,1064,1,3,1
1065,1065,2,1,1
1066,1066,3,2,1
1067,1067,3,2,1
1068,1068,2,3,1
1069,1069,3,2,1
1070,1070,1,1,0
1071,1071,2,1,1
1072,1072,2,1,1
1073,1073,1,2,1
1074,1074,3,2,1
1075,1075,1,2,1
1076,1076,1,3,1
1077,1077,1,1,0
1078,1078,3,3,0
1079,1079,2,2,0
1080,1080,3,3,0
1081,1081,3,1,1
1082,1082,1,2,1
1083,1083,2,3,1
1084,1084,1,1,0
1085,1085,1,3,1
1086,1086,1,1,0
1087,1087,2,1,1
1088,1088,2,3,1
1089,1089,3,2,1
1090,1090,1,1,0
1091,1091,2,3,1
1092,1092,3,1,1
1093,1093,2,3,1
1094,1094,3,3,0
1095,1095,3,3,0
1096,1096,1,3,1
1097,1097,3,1,1
1098,1098,2,2,0
1099,1099,3,2,1
1100,1100,3,1,1
1101,1101,1,1,0
1102,1102,2,2,0
1103,1103,3,3,0
1104,1104,1,1,0
1105,1105,2,3,1
1106,1106,3,3,0
1107,1107,1,3,1
1108,1108,1,1,0
1109,1109,3,3,0
1110,1110,2,2,0
1111,1111,3,2,1
1112,1112,1,2,1
1113,1113,1,2,1
1114,1114,3,1,1
1115,1115,3,1,1
1116,1116,1,1,0
1117,1117,1,3,1
1118,1118,2,3,1
1119,1119,1,1,0
1120,1120,2,2,0
1121,1121,3,1,1
1122,1122,2,1,1
1123,1123,2,1,1
1124,1124,1,1,0
1125,1125,2,2,0
1126,1126,2,2,0
1127,1127,2,1,1
1128,1128,2,3,1
1129,1129,2,2,0
1130,1130,2,2,0
1131,1131,2,2,0
1132,1132,2,3,1
1133,1133,1,3,1
1134,1134,3,1,1
1135,1135,1,3,1
1136,1136,1,3,1
1137,1137,1,2,1
1138,1138,2,2,0
1139,1139,1,2,1
1140,1140,1,2,1
1141,1141,2,1,1
1142,1142,2,2,0
1143,1143,3,1,1
1144,1144,3,2,1
1145,1145,2,2,0
1146,1146,2,3,1
1147,1147,3,2,1
1148,1148,2,3,1
1149,1149,3,1,1
1150,1150,1,1,0
1151,1151,1,3,1
1152,1152,1,2,1
1153,1153,1,3,1
1154,1154,3,2,1
1155,1155,2,1,1
1156,1156,3,1,1
1157,1157,1,3,1
1158,1158,3,3,0
1159,1159,3,2,1
1160,1160,2,3,1
1161,1161,2,2,0
1162,1162,2,3,1
1163,1163,2,1,1
1164,1164,2,3,1
1165,1165,2,1,1
1166,1166,1,3,1
1167,1167,2,3,1
1168,1168,2,3,1
1169,1169,1,3,1
1170,1170,2,2,0
1171,1171,2,3,1
1172,1172,2,1,1
1173,1173,3,3,0
1174,1174,2,2,0
1175,1175,2,1,1
1176,1176,2,1,1
1177,1177,2,1,1
1178,1178,1,2,1
1179,1179,2,1,1
1180,1180,1,2,1
1181,1181,2,2,0
1182,1182,3,3,0
1183,1183,2,3,1
1184,1184,2,3,1
1185,1185,1,1,0
1186,1186,2,1,1
1187,1187,1,3,1
1188,1188,3,1,1
1189,1189,1,3,1
1190,1190,1,3,1
1191,1191,1,3,1
1192,1192,3,1,1
1193,1193,3,2,1
1194,1194,3,2,1
1195,1195,2,2,0
1196,1196,3,2,1
1197,1197,3,2,1
1198,1198,1,2,1
1199,1199,3,1,1
1200,1200,1,1,0
1201,1201,2,1,1
1202,1202,2,1,1
1203,1203,2,1,1
1204,1204,2,1,1
1205,1205,2,2,0
1206,1206,2,3,1
1207,1207,1,3,1
1208,1208,1,1,0
1209,1209,1,2,1
1210,1210,3,3,0
1211,1211,3,3,0
1212,1212,3,3,0
1213,1213,2,3,1
1214,1214,3,2,1
1215,1215,3,3,0
1216,1216,3,2,1
1217,1217,1,1,0
1218,1218,2,3,1
1219,1219,2,2,0
1220,1220,3,2,1
1221,1221,1,2,1
1222,1222,2,1,1
1223,1223,1,3,1
1224,1224,2,1,1
1225,1225,1,2,1
1226,1226,1,3,1
1227,1227,3,3,0
1228,1228,2,1,1
1229,1229,3,2,1
1230,1230,3,1,1
1231,1231,1,2,1
1232,1232,2,1,1
1233,1233,3,1,1
1234,1234,1,1,0
1235,1235,3,2,1
1236,1236,3,3,0
1237,1237,3,2,1
1238,1238,1,3,1
1239,1239,1,1,0
1240,1240,2,2,0
1241,1241,1,2,1
1242,1242,2,2,0
1243,1243,3,1,1
1244,1244,1,2,1
1245,1245,2,1,1
1246,1246,2,3,1
1247,1247,3,1,1
1248,1248,2,2,0
1249,1249,2,2,0
1250,1250,1,3,1
1251,1251,1,1,0
1252,1252,1,3,1
1253,1253,3,3,0
1254,1254,3,3,0
1255,1255,1,1,0
1256,1256,3,2,1
1257,1257,2,3,1
1258,1258,1,3,1
1259,1259,2,3,1
1260,1260,1,2,1
1261,1261,3,2,1
1262,1262,1,1,0
1263,1263,3,1,1
1264,1264,2,3,1
1265,1265,1,1,0
1266,1266,2,3,1
1267,1267,1,3,1
1268,1268,3,2,1
1269,1269,1,3,1
1270,1270,1,2,1
1271,1271,1,3,1
1272,1272,3,1,1
1273,1273,3,3,0
1274,1274,3,1,1
1275,1275,1,3,1
1276,1276,2,3,1
1277,1277,2,1,1
1278,1278,2,1,1
1279,1279,1,1,0
1280,1280,1,2,1
1281,1281,2,1,1
1282,1282,1,1,0
1283,1283,3,2,1
1284,1284,1,2,1
1285,1285,3,1,1
1286,1286,3,1,1
1287,1287,3,2,1
1288,1288,3,2,1
1289,1289,2,2,0
1290,1290,2,3,1
1291,1291,3,2,1
1292,1292,3,1,1
1293,1293,1,1,0
1294,1294,3,2,1
1295,1295,3,2,1
1296,1296,1,3,1
1297,1297,3,1,1
1298,1298,2,2,0
1299,1299,1,1,0
1300,1300,3,1,1
1301,1301,1,2,1
1302,1302,1,2,1
1303,1303,1,1,0
1304,1304,2,2,0
1305,1305,3,3,0
1306,1306,3,3,0
1307,1307,2,1,1
1308,1308,1,2,1
1309,1309,1,3,1
1310,1310,1,1,0
1311,1311,1,2,1
1312,1312,2,3,1
1313,1313,1,2,1
1314,1314,3,3,0
1315,1315,3,2,1
1316,1316,3,2,1
1317,1317,1,1,0
1318,1318,3,2,1
1319,1319,1,3,1
1320,1320,1,3,1
1321,1321,3,1,1
1322,1322,3,3,0
1323,1323,3,3,0
1324,1324,2,1,1
1325,1325,1,1,0
1326,1326,1,1,0
1327,1327,2,3,1
1328,1328,1,1,0
1329,1329,2,3,1
